id,subject,body,hash_tags,author,date,location
post_17592218782769,,,,L. H.,2023-06-11T18:00:00.985Z,castlegreen
post_17592218775734,LARGE HEDGE TRIM,"Looking for quotes please,  from experienced professionals for a trim of our garden surrounding hedge. Needs a bit of TLC/trim both inner and outer elevations. Obv birds nest check will be required. We're in Clinton Lane, Kenilworth",,N. T.,2023-06-11T14:07:41.640Z,castlegreen
post_17592218665681,,,,C. P.,2023-06-07T19:05:40.725Z,castlegreen
post_17592218665415,,,,C. P.,2023-06-07T18:57:08.909Z,castlegreen
post_17592218524462,Hi - can anyone recommend a good local cleaner?,Cheers,,S. T.,2023-06-03T10:07:07.956Z,castlegreen
post_17592218222022,Common Lane near shops man on electric bike wearing black balaclava type headgear blackish trousers no shirt shot out of shop layby very fast shot down road turned facing us then shot off in opposite direction,,,J. L.,2023-05-24T11:02:45.455Z,castlegreen
post_17592218412860,Interested in the cooker please phone me07910245221,,,C. M.,2023-05-30T16:57:43.921Z,castlegreen
post_17592218412802,Hello I m interested in cooker can I havelook,,,C. M.,2023-05-30T16:55:56.015Z,castlegreen
post_17592218259899,,Sue D. just joined Castle Green.,,S. D.,2023-05-25T14:29:01.663Z,castlegreen
post_17592217992089,,,,R. W.,2023-05-17T06:53:03.106Z,castlegreen
post_17592217534521,,Pauline H. just joined Castle Green.,,P. H.,2023-05-02T14:11:27.731Z,castlegreen
post_17592217920049,Hi guys looking to take on some more work on the way into summer can do anything from flat pack to kitchen fitting all works undertaken.,"Thanks 
Joe 
JC maintenance",,J. C.,2023-05-14T20:55:52.541Z,castlegreen
post_17592217572912,,Ningxin Y. just joined Castle Green.,,N. Y.,2023-05-03T16:36:25.622Z,castlegreen
post_17592217532368,,Jacqueline L. just joined Castle Green.,,J. L.,2023-05-02T13:04:10.089Z,castlegreen
post_17592217510105,From Andy Metcalf -A New Voice for Kenilworth StJohn’s,"In the run up to the local elections this week on Thursday May 4th Andy Metcalf looks at the important local issues especially in Kenilworth. Andy worked for many years in company and project management, and is now semi-retired, working locally in social care.

I previously set out some of the real issues in Warwick District and the Kenilworth-St John’s area. I now want to highlight two local issues that are affecting everyone. 

•  The cost-of-living crisis, what we are doing about it and how we can support the vulnerable and help local businesses thrive.

•	The fears that have been raised about the future Local Plan. 

These and the other issues I have written about previously are your main concerns that have led me stand as a Conservative candidate for both Warwick District Council and Kenilworth Town Council in the Local elections in Kenilworth St John’s on May 4th.

Working in social care the cost-of-living crisis is of particular concern to me. It is a real problem for most people regardless of where they live. When I talk to people locally despite the war in the Ukraine and the subsequent effect it has had on energy prices and prices generally right across the world, not just here in the UK, they lay the blame on our national Conservative Government. Some people have also expressed their criticism of the changes in government leadership that we have been through recently. I think that yes, it is true that the changes at the top of government and some of the decisions made did cause a loss of confidence in Britain in the international money markets which affected the rate of inflation. However, confidence has been restored by the measures introduced by the new Conservative chancellor Jeremy Hunt and in April this year “British businesses reported their busiest month in a year and consumers turned more confident, according to surveys published that added to signs of a recovery in the economy that has so far defied forecasts of a recession. (Reuters) To help our local businesses I support bringing back free one hour parking in Kenilworth.

We tend to underestimate what the government has done to help everyone meet the rising cost of living. Back in 2022 the Conservative government set up the ‘Energy Bills Support Scheme’ (EBSS) and we got a £400 discount to help with our energy bills over winter 2022 to 2023. There is different help if you live off-grid. But because I think this is paid directly to the energy companies who are reducing our bills, we tend to disregard the amount of help the government is actually providing. The present Conservative government is also delivering the biggest net cut to personal taxes in over a quarter of a century. 

There has also been an extensive ‘Cost of Living Payment scheme’ for the disabled and those on benefits. In addition, from 25th April over eight million families on means-tested benefits will receive the first of three Cost of Living Payments totalling £900 and a £300 payment on top of Winter Fuel Payments for pensioners at the end of 2023. If eligible you do not have to apply-payment is automatic. Do not respond to online scammers pretending to be from the DWP who ask for your bank details.  

Labour, Lib Democrats and the Green Party keep going on about imposing a windfall tax on energy companies – the fact is this has already from the start been imposed by the government. It has been reported that energy companies are now paying 80% in tax which is financing these ‘Cost of Living Payments.’ Taxing them even more would restrict their investment in the provision of alternative energy sources such as wind and solar power which they are heavily investing in and providing for the future.  

In Warwickshire extra help is available from the WCC Local welfare Scheme to support people living in the county who are finding it difficult to meet living costs. To apply call 0800 4081448 or 01926 359182 to speak to an advisor in confidence. More info is online at www.warwickshire.gov.uk/localwelfarescheme .           

It is because of this cost-of-living crisis that we are all experiencing whatever our circumstances that Conservative led Warwick District council have FROZEN COUNCIL TAX. This week a resident complained to me that council tax had gone up, and I had to explain that the Kenilworth Town Council tax has risen by 10% decided by the Green party and Liberal Democrats who are now in the majority on KTC.  Conservatives had proposed a 0% increase. But on Warwick District Council Conservatives have frozen any tax increase this year. 

The other main issue that residents have spoken to me about their fears over is the next ‘South Warwickshire Local Plan’ which is due to start in 2027. Recently Warwick District Council launched what is described as a ‘Call for sites’ which is an exercise where council officials ask local land owners for suggestions for possible sites where new houses could be built. To my mind the concept of doing this in this way is wrong and leads to all sorts of problems. It encourages land owners the potential opportunity (if sites are purchased by the council or developers) to make money. The sites offered may no longer be required by the owners, but often no thought has been given to how new housing on those sites will affect both the environment and nearby residents. In some cases, the owners do not live in the area or even in this country so the impact of new housing estates would not in any way actually affect them. Another big disadvantage of this way of finding sites is that the process takes many months and years to complete, in the meanwhile everyone living in the surrounding area to the suggested sites lives in fear of having houses built on their doorstep, losing perhaps their views or access to open countryside and often experiencing a drop in value of their own properties as a result. This is the situation happening now because in Kenilworth St John’s area a very large housing development is proposed on Green belt land at Oak’s Farm off Rouncil Lane.

In response to this I can say that I and local Conservatives are totally against this proposal. Conservative Councillor Richard Hales said recently “To be really clear, Kenilworth will have enough homes built once the current local plan has been fully implemented. Furthermore, we commit to fight alongside residents through the local planning stage, should any attempts be made to bring forward new housing developments in our already depleted green belt surrounding Kenilworth.” 

The Liberal Democrats have taken a soft approach to this issue, attacking instead the national Conservative government. Our local Conservative position is quite clear- NO MORE BUILDING ON OUR GREEN BELT.    

If you want a forward-looking council that improves our environment and enhances our way of life locally vote Conservative on May 4th.

Vote for ANDY METCALF in Kenilworth St John’s",,A. M.,2023-05-01T18:21:28.134Z,castlegreen
post_17592217442627,,,,S. R.,2023-04-29T16:53:59.380Z,castlegreen
post_17592217256123,We have a rat problem in Abbey Fields by the duck feeding platform!,If feeding the ducks PLEASE use small pieces of bread … not whole slices seen today …or even better bird food . Thankyou,,M. B.,2023-04-23T19:05:53.214Z,castlegreen
post_17592217257733,There was a very frightened dog running in the road by the Castle today at about 1.,30pm … I am still worrying about him … can anybody ease my mind that he is safe ? Do hope so !,,M. B.,2023-04-23T20:00:00.546Z,castlegreen
post_17592217253018,"From Andy Metcalf - A new Voice For Kenilworth, St John’s","Hate Crime in Warwickshire
Everyone should feel safe and respected in Warwickshire, regardless of their race, ethnicity, religion, sexuality, gender, or any other characteristic. Don't be afraid; speak up and #ReportHateCrime here:  https://reporthatenow.com",#ReportHateCrime,A. M.,2023-04-23T17:27:30.371Z,castlegreen
post_17592217362670,,,,R. W.,2023-04-27T07:54:56.914Z,castlegreen
post_17592217332702,There is always a rat closeby wherever you are!,,,H. R.,2023-04-26T08:45:12.366Z,castlegreen
post_17592217293302,From Andy Metcalf - A New Voice for Kenilworth St John’s,"In the run up to the local elections on May 4th Andy Metcalf takes a look at some of the local issues especially in Kenilworth. Andy worked for many years in company and project management, and is now semi-retired, working locally in social care.

I previously set out some of the real issues in Warwick District and the Kenilworth-St John’s area- our environment and Local Conservatives commitment to Net Zero, HS2, the new Kenilworth School and Castle Farm leisure Centre. I want to now highlight some of the other local issues and concerns. Concerns have led me stand as a Conservative candidate for both Warwick District Council and Kenilworth Town Council in the Local elections in Kenilworth St John’s on May 4th.

Well, it is not just me that is concerned because Local Conservatives carried out a survey in Kenilworth St John’s to find out exactly what residents were saying. Some of the other issues raised were about -the new waste and re-cycling service, local health and NHS services, pot-holes in our roads, policing and crime.

Firstly, on the new joint Warwick District Council (WDC) and Stratford District Council’s (SDC) waste and recycling collection service. A merger of WDC and SDC was proposed last year which did not in the event go ahead and there was criticism that considering a merger had been a waste of time and money. However, a Conservative initiative was to merge some services including the waste and recycling collection service to make it more efficient and will save council tax payers money. This has been introduced and yes, there have been and continues to be some teething problems, but overall this has been very successful. As reported in the Leamington Courier there has been a big increase in recycled rubbish (in September 22 it had risen six percent more than the previous year) and is expected to rise even more this year, as is the amount of food waste collected. New figures released from the council show that less rubbish is now going to landfill. Also, the new WDC app which alerts you on smartphones as to which bins to put out when works very well. 

Local health services are a concern to many, with the experience of having to speak to a doctor on the phone in order to be assessed as to whether you need to go to the surgery. It was almost impossible to actually see a doctor during Covid but now thankfully the situation has improved. The local NHS health service is not something that Warwick District Council is responsible for, but Conservative Councillors are in touch with and do liaise with Warwickshire County Council and the South Warwickshire University NHS Foundation Trust on the provision of public health services. As Local Conservatives we are campaigning for a new Health Centre in addition to the two existing ones in Kenilworth.

On potholes in our roads this has been made much worse this year because of the extremes of weather we are now having. Potholes in our roads are extremely dangerous especially for cyclists, but they also cause much damage to cars. In the Chancellors Spring Budget, he announced that additional money would be available in the highways and pothole repair fund. For Warwickshire this means an additional £2.874 million will be available but repairs do depend on highway faults or potholes being reported to Warwickshire County Council which can be done online at https://www.warwickshire.gov.uk/reporthighwayproblem 

Policing and crime is a matter for our local police force but this is overseen by Warwickshire’s Conservative police and crime commissioner Phillip Secombe. Police numbers and resources have nationally faced cuts over the past decade but Warwickshire police have recently recruited and say they now have the largest number of officers in its more than 160-year history. Each area of the county will have a Patrol Investigations Unit, with responsibility for investigating many of the crimes that do not meet the threshold for CID investigation such as assaults, burglaries and domestic abuse. Residents often tell me they would like to see more officers on the streets but as there is now a high percentage of fraud and online crime this affects how many officers are visible to us on a day-to-day basis. To get in touch with our police and crime commissioner contact www.philipseccombe.co.uk 

Speeding is a problem on many of our roads. On my road cars are exceeding the limit every day and a car was recently recorded at travelling at 69mph on a 30mph (and 20mph section by a school) limit. The answer to this I believe is to install on main routes average speed cameras which work on numberplate recognition. They are currently installing these on roads in Coventry.

In my next issue before the local elections on May 4th I will be writing about the issue that is affecting everyone -the cost-of-living crisis, what we are doing about it and how we can support the vulnerable and help local businesses thrive. Also on the fears that have been raised about the future Local Plan – I will just say now that  Conservatives are against building any more houses on green belt land! 

If you want a forward-looking council that improves our environment and enhances our way of life locally vote Conservative on May 4th.

Vote for Andy Metcalf in Kenilworth St John’s",,A. M.,2023-04-24T20:59:49.012Z,castlegreen
post_17592217253141,"From Andy Metcalf - A New Voice For Kenilworth, St John’s","Transforming SEND support in Warwickshire
An innovative resource has launched to support neurodivergent children and young people in Warwickshire.
Find out more: https://www.warwickshire.gov.uk/news/article/4107/transforming-support-for-children-and-young-people-with-send-in-warwickshire",,A. M.,2023-04-23T17:31:31.495Z,castlegreen
post_17592217253070,"From Andy Metcalf - A new Voice For Kenilworth, St John’s","Women in the Fire Service Snowdon climb 
A group of colleagues from Warwickshire Fire and Rescue Service are among 130+ women from 28 Fire and Rescue Services across the UK who will climb Snowdon on 26th April.
Find out more: https://www.warwickshire.gov.uk/news/article/4104/warwickshire-fire-rescue-service-to-join-women-in-the-fire-service-snowdon-climb-in-support-of-the-fire-fighters-charity",,A. M.,2023-04-23T17:29:12.222Z,castlegreen
post_17592217252979,"From Andy Metcalf - A new Voice For Kenilworth, St John’s","Primary school offer day 2023 
Thousands of children across Warwickshire have been offered places at primary schools on  the 17th  April with a record number of children being offered one of their top three school choices.  
Read more: https://www.warwickshire.gov.uk/news/article/4098/national-primary-school-offer-day-in-warwickshire-record-number-of-warwickshire-children-offered-one-of-their-top-primary-school-choices-",,A. M.,2023-04-23T17:25:38.343Z,castlegreen
post_17592217080509,From Andy Metcalf- A New Voice for Kenilworth-StJohn’s,"Tick awareness

Enjoy the outdoors but be tick aware!
Avoid them by sticking to clearly defined paths, wearing insect repellent and doing ""tick checks"" on yourself and on your dog.
Ticks can sometimes transmit microbes that may cause human diseases such as Lyme disease.
Read more: https://ukhsa.blog.gov.uk/2022/04/13/what-is-lyme-disease-and-why-do-we-need-to-be-tick-aware/",,A. M.,2023-04-18T09:43:21.220Z,castlegreen
post_17592217093418,A choral concert at Kenilworth Methodist Church (CV8 1LQ) by Warwickshire Singers plus soloists.,Tickets £12. Coronation Mass (Mozart) and Requiem (Eleanor Daley) plus some other short pieces. See www.warwickshiresingers.org.uk for more information.,,C. O.,2023-04-18T15:56:13.446Z,castlegreen
post_17592217080607,From Andy Metcalf- A New Voice for Kenilworth-StJohn’s,"Warwick Library - temporary closure for New Look. 
Warwick Library is set for a new look that will provide an improved experience for customers and create a more flexible space to support activities and events for library users of all ages.
Read more: https://www.warwickshire.gov.uk/news/article/4086/customers-set-to-benefit-from-new-look-warwick-library",,A. M.,2023-04-18T09:45:52.734Z,castlegreen
post_17592217080442,From Andy Metcalf- A New Voice for Kenilworth-StJohn’s,"Put a spring in your child’s step 
Warwickshire County Council continues its series of spring health messages with some advice for families around creating healthy habits with children.
Find out more: https://www.warwickshire.gov.uk/news/article/4089/put-a-spring-in-your-child-s-step",,A. M.,2023-04-18T09:40:35.798Z,castlegreen
post_17592217080351,From Andy Metcalf- A New Voice for Kenilworth-StJohn’s,"Potholes in your road?  report road issues

Warwickshire County Council is urging residents to report any Highways faults that they encounter while driving or walking in the county via its website.
Read more: https://www.warwickshire.gov.uk/news/article/4085/warwickshire-county-council-encourages-residents-to-report-road-issues",,A. M.,2023-04-18T09:38:05.390Z,castlegreen
post_17592217068577,,Sophie S. just joined Castle Green.,,S. S.,2023-04-17T20:22:00.744Z,castlegreen
post_17592216805988,From Andy Metcalf A New Voice for Kenilworth St John's,"In the run up to the local elections on May 4th Andy Metcalf takes a look at some of the local issues especially in Kenilworth. Andy worked for many years in company and project management, and is now semi-retired, working locally in social care.

Having greatly appreciated living in Kenilworth in Warwick District over the past 30 plus years I have become increasingly concerned how the focus and decisions by local councillors are not meeting mine and other resident’s needs. All local councillors are elected to represent residents on local issues, but councillors representing wards in Kenilworth are predominately from the Green Party and the Liberal Democrats and, I believe, are letting the residents of Kenilworth down. 

For this reason I am standing as a Conservative candidate for both Warwick District Council and Kenilworth Town Council in the Local elections in Kenilworth St John’s  on May 4th. - What you say- Conservative! -haven’t they been in control for years? Well Conservatives may hold the majority at WCC and through partnerships with others lead WDC , but many people don’t realise that of twenty nine Councillor roles across Town, District and County levels Conservatives hold just eight . Nine are held by the Liberal Democrats Green party and twelve by the Green Party and they are letting residents down by their constant indecision and abstaining to vote for sensible proposals. This is because they have a limited agenda and outlook which is mainly focused on environmental issues. 

But no one party has a monopoly on environmental ideas or action. Local Conservatives are doing more than just talk about climate change, we are committed to the district Net Zero target by- encouraging cycling by funding the new K2L cycleway and others in Kenilworth, planting trees (over 250 since 2017) changing council fleet vehicles to electric, installing more electric charging points across the district and building Net Zero social housing. We are also freezing council tax -real actions that affect our way of life both now and in the future.
Over the next few weeks before the local elections on May 4th I want to highlight some of these real local issues which affect our way of life starting with HS2, the new Kenilworth School and the new leisure facilities in Kenilworth. 

Firstly HS2. I think we are all upset about the amount of disruption and changing of the landscape that HS2 has brought to our region. But although we didn’t want it the view that local Conservatives have taken is rather than spending time and effort on objecting to something that is ongoing, is to lobby the government and influence the contractors to mitigate and soften the effect of HS2 on local residents.  Our Conservative MP Jeremy Wright lobbied hard for a new modern facility to replace the old village hall – and the new Burton Green Community Centre has now been built and completed. 
Should it be cancelled? -I would say it is too late now, the damage has been done to the countryside also I think there is a lesson to be learnt from the Channel Tunnel which as you may remember was started and then cancelled – to cancel it, once started, cost in today’s valuation billions of pounds. When it was started again and completed years later it cost many more billions of pounds as a result of the delay.  

However, a much more positive project locally is the building of the new purpose-built Kenilworth School off Glasshouse Lane in Kenilworth. In many areas of the country there is a lack of secondary school places resulting in children having to travel often large distances each day to get to school. Here the Conservative led Warwick District Council have championed bringing the new school to Kenilworth which will actually be the largest secondary school in England. But unbelievably Kenilworth Town Council, where the Green Party and Liberal democrats have a majority decided to object to the planning application. However due to Conservative WDC councillors it went ahead and the new Kenilworth School and sixth form building is well underway.      

Another project which Kenilworth’s Conservatives have championed is the £20M pounds investment in Kenilworth’s new leisure facilities. Again, the Green Party and Liberal Democrats campaigned against the new swimming pools but when the planning application was submitted neither voted against it. Both the Leisure Centre with sports hall, 80 station gym and fitness studios at Castle Farm and the new pools with adjoining sun terrace in Abbey fields are now underway, but as you may know the work in Abbey Fields has been delayed due to the archaeological finds on the site.  

If you want a forward-looking council that improves our environment and enhances our way of life locally vote Conservative on May 4th.
Vote for me Andy Metcalf in Kenilworth St John’s",,A. M.,2023-04-09T17:47:50.163Z,castlegreen
post_17592216655013,,,,R. W.,2023-04-04T16:23:55.807Z,castlegreen
post_17592216649563,,,,R. W.,2023-04-04T13:36:04.206Z,castlegreen
post_17592216644320,,,,R. W.,2023-04-04T11:10:35.223Z,castlegreen
post_17592216643464,,,,R. W.,2023-04-04T10:45:42.414Z,castlegreen
post_17592216602492,,Emma B. just joined Castle Green.,,E. B.,2023-04-03T06:34:11.089Z,castlegreen
post_17592216529807,Autism Acceptance Week 2023,"Warwickshire County Council and partners across Coventry and Warwickshire marked World Autism Acceptance Week with special online events for families and professionals interested in finding out more about autism.
Read more: https://www.warwickshire.gov.uk/news/article/4054/partners-across-coventry-and-warwickshire-encourage-more-inclusive-communities-with-free-online-events-for-autism-acceptance-week-2023-",,A. M.,2023-03-31T15:13:06.582Z,castlegreen
post_17592216529666,From Andy Metcalf- A New Voice for Kenilworth-St John’s,"Easter @ Warwickshire Libraries 
Get involved in all the fun events and activities available to Warwickshire’s local communities this Easter.Warwickshire County Council’s libraries are encouraging children and families 
Read more: https://www.warwickshire.gov.uk/news/article/4049/visit-warwickshire-libraries-this-easter-for-plenty-of-activities-for-children-and-grown-ups-to-enjoy-",,A. M.,2023-03-31T15:09:13.380Z,castlegreen
post_17592216529604,From Andy Metcalf- A New Voice for Kenilworth-St John’s,"Primary school place webinar 
Are you unsure about what to expect when you receive your child's primary school place offer? 
Join the WCC admissions team for an online webinar on 12 April at 7pm where you can get valuable insights and answers to your questions. 
Book your place: http://bit.ly/3Jv2e6m",,A. M.,2023-03-31T15:07:06.807Z,castlegreen
post_17592216529565,From Andy Metcalf- A New Voice for Kenilworth-St John’s,"Child-Friendly Warwickshire Update 
Warwickshire County Council is calling on individuals and organisations across the community to join the Child-Friendly Warwickshire programme.
Read more: https://www.warwickshire.gov.uk/news/article/4046/child-friendly-warwickshire-meet-the-organisations-helping-warwickshire-s-children-thrive",,A. M.,2023-03-31T15:05:14.825Z,castlegreen
post_17592216529492,From Andy Metcalf- A New Voice for Kenilworth-St John’s,"National Test of Emergency Alerts Service 
Please be advised that on Sunday 23 April 2023 the UK government will be testing its new Emergency Alerts Service.
Your mobile phone or tablet will receive an alert with advice about how to stay safe.
Find out more: https://www.gov.uk/alerts",,A. M.,2023-03-31T15:02:43.590Z,castlegreen
post_17592216445135,,,,R. W.,2023-03-28T19:22:43.587Z,castlegreen
post_17592216445059,,,,R. W.,2023-03-28T19:19:59.206Z,castlegreen
post_17592216445017,,,,R. W.,2023-03-28T19:18:43.563Z,castlegreen
post_17592216444999,,,,R. W.,2023-03-28T19:17:40.882Z,castlegreen
post_17592216405482,,Nicki U. just joined Castle Green.,,N. U.,2023-03-27T15:57:35.908Z,castlegreen
post_17592216401538,,,,R. W.,2023-03-27T14:03:42.982Z,castlegreen
post_17592216342270,"From Andy Metcalf - A New Voice for Kenilworth, St John’s","Coronation Champions Award
You only have until Sunday 2 April 2023 to nominate your local voluntary sector heroes for the Coronation Champions Awards.
Find out more: https://www.warwickshire.gov.uk/news/article/4034/nominate-your-local-community-hero-for-a-coronation-champions-award",,A. M.,2023-03-25T17:17:29.443Z,castlegreen
post_17592216342080,"From Andy Metcalf - A New Voice for Kenilworth, St John’s","Spot the signs of child exploitation 
Warwickshire County Council and partners are calling on residents to learn about the signs of child exploitation.
Find out more: https://www.warwickshire.gov.uk/news/article/4039/spot-the-signs-of-child-exploitation",,A. M.,2023-03-25T17:12:17.402Z,castlegreen
post_17592216334200,,Jenny R. just joined Castle Green.,,J. R.,2023-03-25T13:12:07.995Z,castlegreen
post_17592216276265,,Roxy T. just joined Castle Green.,,R. T.,2023-03-23T15:15:23.968Z,castlegreen
post_17592216244189,A choral concert at Kenilworth Methodist Church by Warwickshire Singers plus soloists.,Tickets £12. Coronation Mass (Mozart) and Requiem (Eleanor Daley) plus some other short pieces. See www.warwickshiresingers.org.uk for more information.,,C. O.,2023-03-22T16:37:26.518Z,castlegreen
post_17592216174391,Parcel delivered to wrong address.,"Anyone called Chris on Clinton Lane expecting flowers (possibly for mother's day?) from Ian?
If so, we have them!",,C. O.,2023-03-20T16:18:44.217Z,castlegreen
post_17592216090246,From Andy Metcalf- A new voice for Kenilworth StJohn’s,"Kenilworth footbridge Improvements
A popular path across a footbridge between Clarke’s Avenue and Farmer Ward Road in Kenilworth is to be improved by a scheme jointly funded by Warwickshire County Council and Kenilworth Town Council.
Read more: https://www.warwickshire.gov.uk/news/article/4022/works-set-to-start-on-improvements-st-john-s-church-footbridge-in-kenilworth",,A. M.,2023-03-17T18:43:08.049Z,castlegreen
post_17592216091243,From Andy Metcalf -A new voice for Kenilworth St.,"John's

New material recycling facility nearing completion
Work to create a world leading Material Recycling Facility near Coventry is nearing completion, marking the final stages of a joint initiative between eight local authorities in the Coventry & Warwickshire area.
When fully operational, the facility will have capacity to process 175 kilo tonnes per annum of recyclate from both domestic and commercial sources.",,A. M.,2023-03-17T19:18:52.085Z,castlegreen
post_17592216091149,From Andy Metcalf- A new voice for Kenilworth St John’s,"Local elections this May - key dates to be aware of
The Notice of Election for Warwick District, Kenilworth Town and Parish Councils was published today, ahead of the local elections taking place on Thursday 4 May. Below are some key deadline dates:
✏️ Register to vote by 11:59pm, Monday 17 April
If you don’t have photo ID 📋 Apply for a Voter Authority Certificate by 5pm, Tuesday 25 April
✉️ Apply for a postal vote by 5pm, Tuesday 18 April
👥 Apply for a proxy vote by 5pm, Tuesday 25 April",,A. M.,2023-03-17T19:13:56.450Z,castlegreen
post_17592216090755,From Andy Metcalf- A new voice for Kenilworth St John’s,"Warwickshire’s Active Travel Rating
Warwickshire County Council’s commitment to active travel has been recognised in a new national league table.
Read more: https://www.warwickshire.gov.uk/news/article/4021/warwickshire-s-active-travel-capability-and-ambition-rated-strong",,A. M.,2023-03-17T18:59:37.414Z,castlegreen
post_17592216090650,From Andy Metcalf- A new voice for Kenilworth St John’s,"SEND provision receives a boost in Warwickshire 
The provision of places for learners with a special educational need or disability (SEND) in Warwickshire has received a boost following the latest WCC Cabinet meeting.
Find out more: https://www.warwickshire.gov.uk/news/article/4035/send-provision-receives-a-boost-in-warwickshire",,A. M.,2023-03-17T18:56:47.723Z,castlegreen
post_17592216090567,From Andy Metcalf- A new voice for Kenilworth St John’s,"Continuing to support Ukrainian refugees 
It is one year since the Homes for Ukraine scheme was established and since March 2022, 1,072 Ukrainians have started new chapters of their lives in Warwickshire via the scheme.
Read more: https://www.warwickshire.gov.uk/news/article/4026/continued-support-for-ukrainian-refugees-in-warwickshire",,A. M.,2023-03-17T18:54:54.238Z,castlegreen
post_17592216090526,From Andy Metcalf- A new voice for Kenilworth St John’s,"Young Carers Action Day 2023
Warwickshire County Council joined partners to highlight the needs of young carers for this year’s, Young Carers Action Day on Wednesday 15 March. The theme this year is ‘Make Time for Young Carers’
Find out more: https://www.warwickshire.gov.uk/news/article/4028/warwickshire-county-council-highlights-young-carers-on-young-carers-action-day-2023",,A. M.,2023-03-17T18:53:27.881Z,castlegreen
post_17592216090414,From Andy Metcalf- A new voice for Kenilworth St John’s,"Neurodiversity Celebration Week 2023 
A series of special online events will be taking place to shine a light on neurodiversity and to provide information and support for families and professionals living and working in Coventry and Warwickshire.
Find out more: https://www.warwickshire.gov.uk/news/article/4023/neurodiversity-celebration-week-2023-free-online-events-to-enrich-people-s-understanding-of-neurodiversity",,A. M.,2023-03-17T18:50:25.051Z,castlegreen
post_17592216090392,From Andy Metcalf- A new voice for Kenilworth St John’s,"Coronation Champions Awards 
Warwickshire County Council is encouraging residents to nominate their local voluntary heroes for the Coronation Champions Awards.
Read more: https://www.warwickshire.gov.uk/news/article/4034/nominate-your-local-community-hero-for-a-coronation-champions-award",,A. M.,2023-03-17T18:48:59.259Z,castlegreen
