id,subject,body,hash_tags,author,date,location
post_17592218235056,"Glad to hear it’s not just Honey that does that,funnny that cats do the same thing",,,William Hendry,2023-05-24T17:48:39.754Z,regentspark
post_17592218211073,,,,Ahmed Sa,2023-05-24T04:00:30.493Z,regentspark
post_17592218201108,"Hello neighbors, I have guest from Friday to Monday and I would like if someone have spare room for a couple.","Thank you I’ll pay for that but I am looking something cheap£  
All the best to all🙋‍♀️",,Lola Shahini,2023-05-23T17:11:08.633Z,regentspark
post_17592218142442,Hello everybody,,,Abdou Boudria,2023-05-21T21:03:54.606Z,regentspark
post_17592218167525,,Syri Kullashi just joined Regent's Park.,,Syri Kullashi,2023-05-22T16:46:31.579Z,regentspark
post_17592218142781,Hello everyone I’m looking for single room to rent my number is +447859804480 don’t hesitate to call me thank you,,,Abdou Boudria,2023-05-21T21:17:50.663Z,regentspark
post_17592218134528,,Miss Safa Ahmed just joined Regent's Park.,,Miss Safa Ahmed,2023-05-21T16:44:14.120Z,regentspark
post_17592218023616,I am looking for IT or someone who understands the simple stuff in the computer.,"My laptop overloaded with double files, not sure what can delete for not loosing, all   mixed with the Google cloud, Microsoft. ( Don't understand much where to look. it's not much stuff on it but it's saying no space. So looking for someone who can help me tidy up without loosing the files ( mainly videos and pictures). And put in simple use way. 
Also, to transfer from the phone to laptop pictures and videos, because if I do it not showing all videos when transferring and pictures and it shows in random order. 
Thanks a lot.",,In Lw,2023-05-18T05:28:25.449Z,regentspark
post_17592218095114,Please recommend who does the cake toppers.,"I will bake the cake by myself but looking for someone who can do particular personalised topper which I can add to the cake. 
Thanks",,In Lw,2023-05-20T10:46:33.423Z,regentspark
post_17592218081095,,Angelika Nakonieczna just joined Regent's Park.,,Angelika Nakonieczna,2023-05-19T19:14:09.227Z,regentspark
post_17592218070021,,,,Nanito Colaco,2023-05-19T13:01:36.309Z,regentspark
post_17592218069912,,,,Nanito Colaco,2023-05-19T12:58:22.396Z,regentspark
post_17592218037028,"Hi everyone, if you or anyone you know of needs a dog walker - please dont hesitate to reach out!",,,Manjolla Pl,2023-05-18T12:31:11.948Z,regentspark
post_17592217946203,,,,Andrime Ramku,2023-05-15T17:15:49.798Z,regentspark
post_17592217946130,,,,Andrime Ramku,2023-05-15T17:13:19.238Z,regentspark
post_17592217945964,,,,Andrime Ramku,2023-05-15T17:08:27.220Z,regentspark
post_17592217945485,,,,Andrime Ramku,2023-05-15T16:55:06.551Z,regentspark
post_17592217945410,Only selling because they are a 1/2 size too small for me,,,Andrime Ramku,2023-05-15T16:52:32.757Z,regentspark
post_17592217945194,,,,Andrime Ramku,2023-05-15T16:45:04.846Z,regentspark
post_17592217945070,,,,Andrime Ramku,2023-05-15T16:42:08.450Z,regentspark
post_17592217945035,,Andrime Ramku just joined Regent's Park.,,Andrime Ramku,2023-05-15T16:40:42.330Z,regentspark
post_17592217937259,"Hello everyone, I am selling this cream linen and cotton sofa, a large 2 seater 190cm long in great condition, no damage and very comfortable!",Hit me up if you’re interested :) NW1 collection,,Giorgina Pell,2023-05-15T12:53:52.572Z,regentspark
post_17592217925044,,,,Fiona Ruthberger,2023-05-15T07:04:39.183Z,regentspark
post_17592217904592,,,,Taha Al-hussain,2023-05-14T12:12:08.658Z,regentspark
post_17592217883862,Excellent condition (barely used).,,,Fatima Alhalwachi,2023-05-13T16:07:40.969Z,regentspark
post_17592217849488,,,,Nanito Colaco,2023-05-12T12:39:36.319Z,regentspark
post_17592217766860,,,,Nazima Islam,2023-05-09T20:44:39.445Z,regentspark
post_17592217766768,,,,Nazima Islam,2023-05-09T20:41:21.933Z,regentspark
post_17592217766717,,,,Nazima Islam,2023-05-09T20:39:26.808Z,regentspark
post_17592217766455,,,,Taha Al-hussain,2023-05-09T20:29:35.002Z,regentspark
post_17592217760889,,,,Giorgina Pell,2023-05-09T17:45:01.696Z,regentspark
post_17592217735734,#CoronationCelebration,,#CoronationCelebration,federico stefanini,2023-05-08T22:45:30.080Z,regentspark
post_17592217734920,"Hi, I'm federico. 👋 Nice to meet you.","Living her since  6 years 
Excellent chef . Gardening . Plant rare ones .
I do vfx you probably have seen some of my lighting on movies 😁",,federico stefanini,2023-05-08T21:55:10.422Z,regentspark
post_17592217660882,,Manar Mahmoud just joined Regent's Park.,,Manar Mahmoud,2023-05-06T14:21:42.530Z,regentspark
post_17592217655629,Baby’s got allergies- cat must go 🥲,,,Fatima Alhalwachi,2023-05-06T11:23:52.677Z,regentspark
post_17592217598635,COLLABORATION:,"Do  you love wearing accessories?
Do you have a large following OR do you have an engaging followers on Instagram.
Would you like to receive free luxury jewellery of high quality 14-18k gold plated stainless steel?

If you do please inbox me for more info about the Collab and the new collection drop. 

Follow us on instagram: http://Instagram.com/sarrido.London

Looking forward to hearing from you.",,Ara Cam,2023-05-04T12:58:48.440Z,regentspark
post_17592217592877,"A new class coming to Marylebone, please text me for more details.",,,Rochelle Fry,2023-05-04T10:03:22.148Z,regentspark
post_17592217506144,,Jay Ejike just joined Regent's Park.,,Jay Ejike,2023-05-01T16:32:30.134Z,regentspark
post_17592217480978,,Ambia ahmed just joined Regent's Park.,,Ambia ahmed,2023-04-30T22:24:40.203Z,regentspark
post_17592217366113,,Bektas Bektas just joined Regent's Park.,,Bektas Bektas,2023-04-27T09:48:04.023Z,regentspark
post_17592216996577,I don’t normally do this but thought I would share this from my elderly neighbour who is not on next door…,"A man called “Michael K” is fraudulently advertising and selling Camden resident parking bays online (please see picture attached). This is happening in Clarence Gardens on the Regent’s Park Estate.  

Michael has instructed his customers to “park anywhere as we do not have allocated bays”. The resident parking bays are NOT his to sell they belong to residents who are paying for the spaces.

This is causing a great inconvenience for residents who are unable to park in their parking spaces including the elderly and disabled. Not to mention the unnecessary pollution and litter that these drivers are brining to our residential estate. 

Michael has used the address 4 Englefield NW1 3LN and the mobile number 07586209189 on his adverts and has had over 200 bookings. My neighbour has asked Michael to stop but he has refused. Camden Council estate parking rules state that you “must not under any circumstances sub-letting the parking spaces”.",,Rosy Be,2023-04-15T15:55:52.173Z,regentspark
post_17592217363104,"A new life drawing class coming in Marylebone, message me for details",,,Rochelle Fry,2023-04-27T08:10:23.557Z,regentspark
post_17592217346866,Is there a Mr S Peters on here?,I've found some stuff u dropped in Camden.,,Emily Penfold,2023-04-26T16:05:22.565Z,regentspark
post_17592217207533,Wishing my Muslim neighbours a blessed feast!,#EidMubarak!,#EidMubarak,Hinde C.,2023-04-22T09:15:54.301Z,regentspark
post_17592217280393,"Hi my name is Rita I’m looking for a job as  a cleaner I do all types of cleaning,ironing ,dusting",Contact me on private,,Rita Hax,2023-04-24T14:44:30.815Z,regentspark
post_17592217256039,Sale: for pick up only NW1 London - thanks,,,Kadija Sam,2023-04-23T19:03:38.370Z,regentspark
post_17592217231603,Wishing my Muslim neighbours a blessed feast!,#EidMubarak!,#EidMubarak,William Hendry,2023-04-23T05:58:44.323Z,regentspark
post_17592217208438,,,,Josephine Heaton,2023-04-22T09:40:15.599Z,regentspark
post_17592217160612,In camden high st next to the cancer charity shop.,Bus stop 134.  Or 214.,,William Matkoum,2023-04-20T17:12:19.221Z,regentspark
post_17592217163959,"I have a large 1 bed with private balcony, triplet glazing, 2 lifts, basement storage on new build.",I am looking for a 3 bed within NW London area please.,,Artizan Dermaku,2023-04-20T18:59:38.046Z,regentspark
post_17592217134156,Hello Neighbours 👋,"Does anyone know where there is a Photo-Me booth in Camden? Tried googling but it didn't really help (need photo for Irish passport application). 

Thank you.",,Clare O.,2023-04-19T19:57:19.657Z,regentspark
post_17592217111501,,Sheila Madhvani just joined Regent's Park.,,Sheila Madhvani,2023-04-19T08:16:04.643Z,regentspark
post_17592217106480,,,,Mar G.,2023-04-19T01:25:58.856Z,regentspark
post_17592217064422,,,,Shireen Bilimoria,2023-04-17T18:10:35.193Z,regentspark
post_17592217034772,"Next community clinic days: 20th of April, 4th and 18th of May.","We can help with: Neck/Shoulder/Back/Knee Pain, Headaches, Migraines, Digestive issues, Women's Health, Anxiety, Stress, Tinnitus and many more.

Initial session: £35
Follow-up session: £30

https://four-gates-community-acupuncture.reservio.com/services",,Juliana Miranda,2023-04-16T20:33:13.804Z,regentspark
post_17592217021326,,,,Khaleda Y.,2023-04-16T13:40:30.337Z,regentspark
post_17592217003115,,,,Ara Cam,2023-04-15T20:07:12.591Z,regentspark
post_17592216993965,Quality tarnish free gold plated stainless steel jewellery for occasional and everyday wear.,"Visit my Etsy shop for a 20% discount on all
Items. http://Sarridoldn.Etsy.com

I am also happy to meet up or send videos via WhatsApp so You can see the jewellery in
Person. 
I now live between Tufnell Park and Archway.

Sales ends April 23. 
Don’t miss out!

Etsy shop: http://Sarridoldn.Etsy.com

My contact number: 07712 279934

Instagram: http://Instagram.com/sarrido.London",,Ara Cam,2023-04-15T14:34:40.439Z,regentspark
post_17592216928913,Any recommendations for a bike repair shop close to Albany St?,Thank you,,Alice H.,2023-04-13T12:54:02.879Z,regentspark
post_17592216964512,,,,Mar G.,2023-04-14T14:44:02.738Z,regentspark
post_17592216860666,Hey hey - does anyone know any good support/social networks for Ex Pats in West London?,"I work in an event space in Hammersmith and would like to create events/social opportunities for Ex Pats in the area.

Many thanks folks,
D x",,Dora Roberts,2023-04-11T12:05:55.287Z,regentspark
post_17592216899752,,,,Fiona Ruthberger,2023-04-12T14:45:17.650Z,regentspark
post_17592216899633,,,,Fiona Ruthberger,2023-04-12T14:40:33.003Z,regentspark
post_17592216852831,Hi I am a small business owner.,"Just recently started a jewellery brand online.

Many of my jewellery are made of 14-18k gold plated stainless steel jewellery’s for affordable prices.

Feel free to visit my website as we have more collections of jewellery’s on there. 

I am currently offering a 20% discount online on all orders.

We accept PAYPAL and all major credit cards in store www.sarrido.com.

My jewellery’s are also on Etsy since yesterday. So you can purchase from there too. 
However, most of my jewellery’s are on our website. 
But you can still find many of my items on my Etsy page. 

http://Sarridoldn.Etsy.com

Or another alternative can be that we meet up and I give you the items directly. 
You can then avoid the cost of shipping and it also gives you a chance to see the jewellery before purchasing it. 
I now live between Tufnell park and Archway in north London, 

Please feel free to contact me of any enquiries. 

My contact number is 07712 279934

Please follow my Instagram page for updates, more pictures and videos. 

http://Instagram.com/sarrido.London

Thanks",,Ara Cam,2023-04-11T08:41:18.635Z,regentspark
post_17592216851282,,,,Ara Cam,2023-04-11T07:53:50.241Z,regentspark
post_17592216851125,,,,Ara Cam,2023-04-11T07:49:19.528Z,regentspark
post_17592216850933,"Hi, I am a small business owner and I offer high quality tarnish free jewelleries for affordable prices.","I have website you can visit www.sarrido.com as well as a Etsy site 
http://Sarridoldn.Etsy.com

You can also follow us on instagram 
For updates, more images and videos. 

http://Instagram.com/sarrido.London

Thank you",,Ara Cam,2023-04-11T07:44:06.585Z,regentspark
post_17592216850844,"Hi, I am a small business owner and I offer high quality tarnish free jewelleries for affordable prices.","I have website you can visit www.sarrido.com as well as a Etsy site 
http://Sarridoldn.Etsy.com

You can also follow us on instagram 
For updates, more images and videos. 

http://Instagram.com/sarrido.London

Thank you",,Ara Cam,2023-04-11T07:40:50.791Z,regentspark
post_17592216850668,"Hi, I am a small business owner and I offer high quality tarnish free jewelleries for affordable prices.","I have website you can visit www.sarrido.com as well as a Etsy site 
http://Sarridoldn.Etsy.com

You can also follow us on instagram 
For updates, more images and videos. 

http://Instagram.com/sarrido.London

Thank you",,Ara Cam,2023-04-11T07:35:26.194Z,regentspark
post_17592216850287,,,,Ara Cam,2023-04-11T07:24:25.827Z,regentspark
post_17592216850049,"Hi, I am a small business owner and I offer high quality tarnish free jewelleries for affordable prices.","I have website you can visit www.sarrido.com as well as a Etsy site 
http://Sarridoldn.Etsy.com

You can also follow us on instagram 
For updates, more images and videos. 

http://Instagram.com/sarrido.London

Thank you",,Ara Cam,2023-04-11T07:14:32.121Z,regentspark
post_17592216828375,,,,Mar G.,2023-04-10T13:16:28.284Z,regentspark
post_17592216815784,I am an angelic healer sharing channelled messages of inspiration.,Please promote my business by passing on my details to anyone you think would benefit.,,Emily Penfold,2023-04-10T07:36:06.934Z,regentspark
post_17592216805646,07507867755 correct number,,,Mido Gomaa,2023-04-09T17:37:34.542Z,regentspark
post_17592216749465,,Lisa Benefdel just joined Regent's Park.,,Lisa Benefdel,2023-04-07T17:51:07.779Z,regentspark
post_17592216792511,,,,Sherine Yap,2023-04-09T10:26:17.403Z,regentspark
post_17592216789848,Next community clinic days: 20th of April.,"We can help with: Neck/Shoulder/Back/Knee Pain, Headaches, Migraines, Digestive issues, Women's Health, Anxiety, Stress, Tinnitus and many more.

Initial session: £35
Follow-up session: £30

https://four-gates-community-acupuncture.reservio.com/services",,Juliana Miranda,2023-04-09T09:00:58.959Z,regentspark
